infotext,activity,children,culture,food,nature,night,season
"삼척시의 대표 여름 축제로, 삼척시의 아름다운 바다와 함께 뜨겁게 물들일 여름 페스티벌이다. 단순 페스티벌 형태를 넘어 공연, 체험, 전시, 마켓 등 다양한 프로그램을 통해 관람객들에게 풍성한 즐길 거리를 제공하고 있으며 8월 1일부터 8월 3일까지 삼척해수욕장 일원에서 개최된다. 여름밤 야간공연을 화려하게 장식할 초대가수 콘서트뿐만 아니라 물총대전, 머드 체험, '대왕유등고래 전시', '삼척비치 몽환의 숲' 등 다양한 체험 및 전시 공간이 조성된다. 대한민국 공군 특수비행팀 블랙이글스의 화려한 곡예비행까지 곁들여질 예정이어서 페스티벌의 분위기를 한층 더할 예정이다.  1. 공연 : 가수, DJ파티, 블랙이글스 에어쇼 등 <br>
2. 체험 : 썸샷(물총대전), 썸머드챌린지(머드체험), 썸머 챌린지: 점프 더 썸머 <br>
3. 전시 : 대왕유등고래, 삼척비치 몽환의 숲 <br>
4. 마켓 : 플리마켓, 먹거리 부스, 튜브 쉼터, 하이트 & 진로 판매 부스  ",1.0,0.0,0.0,0.0,0.0,0.0,1.0
"2025년 제29회 부평풍물대축제는 부평지역의 특성화된 문화 콘텐츠인‘풍물’을 테마로 한 지역축제로서 유구한 세월을 거치면서 가다듬어진 우리 민족의 정서와 심성을 가장 잘 표현한 민속 예술이자 가장 한국적인 문화인 풍물을 소재로 ‘가장 우리다운 축제, 가장 한국적인 축제’로 나아가고자 한다. 1. 메인프로그램 : 개폐막공원, 부평대동퍼레이드 & 부평만만세 등<br>2. 부대프로그램 : 대한민국창작풍물대전, 부평생활문화축제, 풍물페스타, 사제풍물명인전, 전국학생풍물경연대회 등<br>3. 소비자 참여 프로그램 : 부디부니운동회, 댄스 온 스트리트, 보이스 온 스트리트, 부평오락관 등<br><br>[오시는길]<br>* 버스노선 우회 안내 : 2025년 부평풍물대축제 행사기간 동안 [9월27일(토)~28일(일)] 부평역-부평시장역, 문화사거리-부평1동 행정복지센터 구간이 거리축제로 교통이 통제됩니다. 관람객 여러분께서는 다소 불편하시더라도 우회하여 주시기 바랍니다.<br>*지하철 : 부평역(1호선) 5, 6번 출구 / 부평시장역(인천1호선) 2, 3번 출구<br>* 대중교통 이용 권장 : 행사장 주변 주차공간이 부족하오니 대중교통을 이용하여 주시기 바랍니다.<br><br>축제장 내 먹거리 부스가 없으므로 인근 지역 식당 이용 바랍니다.",0.0,0.0,1.0,1.0,0.0,0.0,0.0
"DDP 여름축제 ‘디자인 홀리데이’는 DDP 사계절 축제 중 여름 휴가철을 맞아 진행되는 축제이다. 이번 축제는 DDP 디자인 둘레길에서 ‘보드게임’을 콘셉트로 하여, 방문자가 직접 플레이어가 되어 대형 핀볼과 젠가 등을 즐길 수 있는 체험형 프로그램으로 구성된다. 특히 업힐 그라운드와 아트 홀리데이로 구성된 ‘디자인 아케이드&썸머 라운지’에서는 직접 여름 플레이리스트를 꾸미고 그림일기를 그릴 수 있는 참여형 전시가 마련되어 있다. 인플루언서와 함께하는 요가, 열대야 속 DDP 일대를 달리는 러닝 프로그램으로 구성된 ‘디자인 웰니스’는 사전 예약제로 운영된다. 뿐만 아니라 레드불이 주최하는 스케이트 보드 대회도 열려 MZ세대뿐만 아니라 서울을 찾은 외국인 관광객들에게도 특별한 여름 경험으로 기억될 수 있도록 구성된 도심 속 이색 축제이다.  [디자인 아케이드]<br>1. 업힐 플레이 그라운드 - 디자인 둘레길의 경사면을 활용한 플로어 게임, 오버스케일 젠가 및 림보 체험등 가벼운 신체활동으로 가능한 미니게임존<br>2. 아트 홀리데이 - 퍼즐 모양의 조각을 활용하여 시민들이 주제에 맞는 그림&글을 남기고 구조물을 구축하는 참여전시<br>3. 썸머 라운지- 빈백과 폐플라스틱 새활용 스툴을 활용한 휴게공간 조성 및 미니게임, 바닥 놀이터, 북키트 대여 등 휴게 콘텐츠 운영&참가자 리워드 제공<br>4. 디자인 웰니스 - 사전예약을 통한 요가 및 러닝 프로그램<br>5. 레드불 로드 갭 - 레드불이 주최하는 스트리트 컬처 문화확산을 위한 스케이트 보드 대회",1.0,0.0,0.0,0.0,0.0,0.0,1.0
"올해 6회를 맞은 달빛산책은 매년 100만 명 이상이 찾는 공공미술 빛조각축제이다. 10월 17일부터 11월 16일까지 매일 오후 5시 30분부터 밤 10시까지, 당현천 2km 구간이 야외 미술관으로 변신한다. 올해 주제는 모두의 달이며, 달이 가진 보편적 상징성을 통해 개인의 이야기가 공동체의 빛으로 확장되는 과정을 보여준다. 국내외 18팀의 아티스트가 참여해 30여 점의 빛조각과 미디어아트를 선보인다. 1. 한지 등(燈) 및 빛조각 작품전시<br>- 참여작가 : 가제트공방, 김상연, 김연진, 김주환, 박봉기, 변대용, 성지현x정동균, 유영호, 윤제호, 이기범, 이용백, 이찬주, 인송자, 장진익, 전스튜디오, 조영철, <네덜란드> Toer, <대만>UxU Studio<br><br>2. 달빛투어(전시해설 프로그램)<br>- 매일 19:30~20:30 / 노원수학문화관 음악분수대 앞<br>(※ 사전신청 https://link24.kr/9XM2Rbt)<br><br>3. 달빛버스킹<br> - 10/18~11/9 매주 주말 18:00~18:30 / 당현천 바닥분수<br><br>4. 달빛쉼터(푸드트럭)<br>- 매일 16:00~22:00 / 당현천 음악분수 일원",0.0,0.0,1.0,0.0,0.0,1.0,0.0
"양천문화원이 주최하고 양천구가 후원하는 '정월대보름 민속축제'는 매년 양천구 안양천 둔치 야구장에서 개최되는 지역 축제이다. 정월대보름 축제는 전통 문화의 보존과 구민들의 화합을 목표로 다양한 프로그램을 선보이며, 주요 행사로는 달집태우기, 연날리기, 떡메치기, 널뛰기, 윷놀이 등 전통 민속놀이 체험과 외줄타기, 판소리, 한국무용, 풍물놀이, 북청사자놀이 등 전통예술 공연이 있다. 또한, 다양한 전통 음식을 즐길 수 있는 먹거리 장터도 운영된다.
본 행사는 오후 6시에 시작되며, 달집태우기를 통해 구민들의 소원을 담은 종이를 태우고 한 해의 건강과 행복을 기원한다. 강강술래와 불꽃놀이도 함께 진행되어 축제의 하이라이트를 장식한다. 정월대보름 축제는 새해를 맞이하여 모든 구민이 참여할 수 있는 화합의 장으로 매년 기대를 모으고 있다. 정월대보름 축제를 통해 지난 한 해를 되돌아보고, 새해의 소망을 나누는 뜻깊은 시간을 가질 수 있다.  1. 공연 행사: 개막식 및 개막공연/ 지역문화 예술단 공연(외줄타기, 길놀이, 판소리, 민요, 한국무용, 풍물놀이, 북청사자놀이, 우리춤 등)<br>
2. 체험 행사: 떡메치기, 부럼깨기, 연날리기, 팽이치기, 윷놀이, 널뛰기, 투호던지기, 쥐불놀이, 소원쓰기, 귀밝이술 마시기 등<br>
3. 달맞이 행사: 달집태우기, 강강술래, 지신밟기, 불꽃놀이 등<br>
4. 부대 행사: 먹거리 장터 운영",0.0,0.0,1.0,0.0,0.0,1.0,0.0
"강화 길상 빙어축제는 수도권에서 가까워 접근성이 뛰어나며, 깨끗한 자연 속에서 특별한 경험을 선사한다. 사랑하는 친구, 연인, 가족과 함께 겨울의 매력을 만끽할 수 있는 이곳은 편안한 휴게시설과 안전한 시설을 갖추고 있어 더욱 즐겁고 안심하며 축제를 즐길 수 있다. 다양한 먹거리를 제공해 축제의 즐거움을 더하며, 초보자도 쉽게 따라 할 수 있는 강습으로 더욱 즐겁고 기억에 남는 시간이 될 것이다. 1. 메인프로그램 : 빙어낚시 체험<br>
2. 부대프로그램 : 얼음썰매 타기<br>
3. 소비자 참여 프로그램 : 얼음썰매 대회, 눈사람 만들기 등 ",1.0,0.0,0.0,0.0,1.0,0.0,0.0
"2025 용산 청년축제 「쉬었다 갈래?」는 용산구에 거주하거나 활동하는 청년 및 구민 누구나 즐길 수 있고, 청년의 다음을 준비할 시간으로, 지친 마음은 ‘비우고(mental)’, 활력은 ‘채우고(physical)’, 세상으로 ‘나아가는(socialing)’ 하루를 표현하는 것이다. 콘셉트 및 방향은 웰니스(Wellness)로 웰니스는 웰빙(Well-being)과 피트니스(Fitness)의 합성어로, 정신적(Mental)·신체적(Physical)·사회적(Social) 건강의 균형 잡힌 상태 및 이를 추구하는 전반적 활동을 의미한다. 또한 전체 스토리라인은 ‘쉼’을 웰니스의 상징으로 활용하여 용산 청년축제만의 차별성을 강조한다. 주요내용으로는 기념식은 축사와 유공 청년 표창 수여 등으로 진행되며, 무대공연은 댄스팀, 국악앙상블, 대중가수, 마술 및 인기가수 축하 공연으로 구성된다. 1. 대표 프로그램 <br>1) 비우는마당<br>- 사주 체험<br>- 타로체험<br>- 서예 캘리그라피<br>- 다육이 만들기<br>- 심리 상담소<br>- 양말목공예<br>- 감정 사지관<br><br>2) 채우는마당<br>- 요가 원데이클래스<br>- 헬스 PT 체험<br>- 펀치기계 도장깨기<br><br>3) 나아가는마당<br>- 네트워킹 명함 만들기<br>- 소모임 소셜 네트워킹<br>- 피드백 조언 교환하기<br>- 용산청년지음 홍보부스로 구역을 나눠 구성한 다양한 체험프로그램 존<br><br>4) 용산구 사회적경제 기업들 플리마켓과 다양한 푸드트럭의 먹거리 존<br><br>5) 메인 출연가수 디셈버DK와 다양한 볼거리의 무대 프로그램 존 ",1.0,0.0,0.0,0.0,1.0,0.0,0.0
"렛츠런 파크 제주에서 시원한 물놀이와 다채로운 즐길 거리를 제공한다. 축제장에는 대형 풀과 짜릿한 워터슬라이드가 마련되어 있으며, 물속에서 스트레스를 해소하고 시원함을 만끽할 수 있다. 또한, 시원한 물대포 쇼와 함께 물총을 활용한 워터건 배틀이 진행되어 참여자들의 흥미를 유발한다. 물놀이 후에는 따끈한 라면으로 허기를 달랠 수 있으며, 제주 백년초로 만든 바삭하고 고소한 백년초 핫도그도 준비되어 있다. 이 축제는 남녀노소 모두가 즐길 수 있는 여름철 특별한 경험을 선사한다. 1. 대형 풀과 슬라이드<br>
2. 물대포 쇼 & 워터건 ",1.0,0.0,0.0,0.0,1.0,0.0,0.0
"피아노의 섬'자은도'가 피아노가 처음 만들어진 나라 '이탈리아'와 만난다. 이탈리아를 대표하는 음악인들과 자은도와 이탈리아의 만남을 상징하는 21명(둘이 하나됨)의 한국 피아니스트, 46인조 오케스트라가 함께 만드는 피아노 콘서트가 진행된다. 축제장 곳곳에 펼쳐진 피아노에서 자유롭게 연주하는 피아노 버스팅 페스타, MZ세대들의 열정이 분출하는 보라해 댄스 페스티벌과 맛있는 신안김밥페스타과 함께 진행된다.  1. 특설무대<br>피아노섬 축제 개막공연 'With Italy' - 4월 26일(토) 오후 4시<br>보라해 댄스 페스티벌 - 4월 27일 오후 3시<br><br>2. 부대 프로그램<br> 피아노섬 버스킹 페스타 - 축제장 곳곳에 놓인 피아노에서 즐기는 작은 음악회 & 참여형 프로그램<br>이탈리아 주제관 - 이탈리아의 문화와 음식을 즐길 수있는 체험관<br> 미식프로그램 - 자은도섬마을 밥상, 푸드트럭 페스타, 신안세계김밥페스타<br>
참여 프로그램 - 소원 피아노,  피아노 오르골 만들기, 피아노 건반기차",0.0,0.0,1.0,1.0,0.0,0.0,0.0
"무안갯벌은 대한민국 최초 습지보호지역 제1호로서 갯벌의 생명력과 보전의 가치를 상징하는 의미가 큰 곳으로, 무안 황토 갯벌축제는 그러한 갯벌의 가치가 대대손손 전해지기를 바라는 축제이다. ‘세상에 없던 놀이터, 갯벌에 그리다’를 주제로 무안갯벌의 환경적 가치를 배우고 즐길 수 있는 생태 교육의 장이자 오감을 자극하는 프로그램 및 검은 비단 갯벌의 장관을 체험하는 다양한 행사가 펼쳐진다. 무안갯벌축제는 무안갯벌의 생태적 가치와 중요성을 널리 홍보하는 한편 갯벌문화를 생태예술과 접목해 다양한 부가가치를 창출하여 지속 가능한 지역문화 축제로 발전하고 있다. 1. 메인프로그램 : 갯벌 낙지·장어 잡기, 갯벌생태탐험 등 체험행사<br>
2. 부대프로그램 : 버스킹, 마술 버블쇼 등 공연행사, 어린이놀이터(에어바운스 등), 오렌지브릭로드, 감성갯크닉 등 상시체험<br>
3. 소비자 참여 프로그램 : 갯벌올림픽, ox퀴즈대회, 갯벌어싱 등<br>
4. 기타 내용 : 무안갯벌탐방다리 개통식, 유튜버 정브르 도슨트체험",1.0,0.0,0.0,0.0,1.0,0.0,0.0
"서울빛초롱축제는 2009년부터 시작하여 17회차를 맞이하는 서울 대표 야간 빛 축제로, 빛 조형물 전시와 다양한 체험 프로그램 등 화려한 볼거리를 제공한다. 특히, 이번 2025 서울빛초롱축제는 “나의 빛, 우리의 꿈, 서울의 마법＂을 주제로 청계천 및 우이천 일대에서 개최된다.  1. 메인프로그램 : 빛 조형물 전시(한지 / LED 등, 에어벌룬, 키네틱 아트, 미디어 아트 등)	",1.0,0.0,0.0,0.0,0.0,1.0,0.0
"홍성은 마지막까지 충의를 지켰던 고려말의 명장 최영장군, 불의에 항거하여 굳건한 절개로 만천하에 이름을 떨친 성삼문, 일제에 항거한 민족대표 33인중 한분인 한용운 선사, 청산리 전투의 승전보를 울렸던 김좌진 장군, 조선 춤의 대가이며 한국무용의 본류인 한성준 선생, 해외에서 더 유명한 현대미술가 이응노 선생이 태어난 곳 이다. 홍성이 배출한 역사인물을 현장에서 즐기면서 배우는 전국 제일의 에듀테인먼트 축제이다.  1. 김좌진 체험 : 신흥무관 사격훈련, 김좌진 장군 되어보기, 독립군 인식표 만들기,  독립군 모자 만들기, 독립군 뱃지 만들기, 군자금 탈출미션, 청산리 전투 샌드아트 체험, 독립군 포토존 체험, 가노해방 퍼포먼스, 청산리 주먹밥 만들기<br>
2. 한용운 체험 : 3·1 만세운동 의상 체험, 태극기 목판 에코백 만들기, 한용운 전기북아트 만들기, 옥중투쟁체험, 한용운 시 조명등 만들기, 독립운동 포토존 체험, 태극기 바람개비 만들기, 한용운 시 캘리그라피 엽서 만들기, 붓글씨로 만해 시 쓰기, 만해 시구절 반지 만들기<br>
3. 역사인물 체험 : 밀짚 전립 만들기, 무사 가방 만들기, 훈민정음 시계 만들기,  성삼문 컬러비즈 만들기, 군상 부채 만들기, 춤선 무드등 만들기<br>
4. 공연/전시 : 만해와 백야 희망의 퍼레이드,‘민족의 빛, 만해’,‘얘들아, 김좌진 장군을 도와줘’, 홍주읍성 마술쇼, 판타지 버블쇼, 청소년 치어리딩, K-POP 댄스, 광복 태극기 전시, 홍주 역사인물 전시<br>
5. 먹거리 : 홍성사랑희망장터, 히어로 간식존, 홍성상설시장 먹거리존",1.0,0.0,1.0,0.0,0.0,0.0,0.0
"올해로 3회째를 맞는 <양평 밀 축제>는 물 맑고 청정한 양평의 우리 밀밭을 오감으로 즐길 수 있는 축제다. 6월 황금빛 갈곡 밀밭을 배경으로 인생 사진을 남길 수 있는 밀밭 포토존, 건강한 우리밀 음식이 가득한 우리밀 푸드코트, 우리밀의 중요성을 배우는 기획전시 및 밀을 활용한 다양한 체험 프로그램을 즐길 수 있다. 아름다운 밀밭 운치를 즐기며 우리밀과 함께 건강도 챙기고 낭만적인 추억을 쌓을 수 있다.  1. 메인프로그램 : 개막 기념행사, 밀밭 속 포토존, 밀밭 속 버스킹, 우리밀 장터 등<br>2. 부대프로그램 : 밀밭사진 콘테스트, 숲속 놀이터 등<br>3. 소비자 참여 프로그램 : 베이커리 클래스, 밀가루 놀이, 보물찾기 등",1.0,0.0,1.0,0.0,0.0,0.0,0.0
"가을 축제의 대명사 대한민국 국향대전은 이번 2025년 ‘마법의 국향랜드'라는 환상적인 테마를 주제로 진행된다. 국화를 소재로 한 회전목마, 대관람차, 전시컵 등 대형 국화 조형물은 물론, 남녀노소 모두를 위한 다채롭고 새로운 신규 프로그램들이 가득한 국향랜드가 펼쳐진다. 마법같은 이야기가 펼쳐지는 가을, 다양한 먹거리와 기분좋은 국화 향기가 넘실거리는 축제이다. 1. 메인 전시물 : 회전목마, 대관람차, 전시컵 등 대형 국화조형물 및 명품 국화분재 전시 등<br>2. 체험 프로그램 : 국향 끼스타를 찾아라 경연대회, 마법의 휴먼포토, 국향 인문학 토크, 조용한 대회(낮잠자기), 식용국화 따기 체험 등<br>3. 공연 : 마술버블쇼, 국향콘서트 in Day, 브라스밴드 거리공연 행진 등<br>4. 먹거리 : 먹거리 다양화와 농특산품 판매장 확대 (함평 과일 홍보관 운영 등) + 일회용품 없는 축제장<br><br>[이용요금]<br>유료 (어른 7000원 청소년 5000원 어린이 3000원 / 단체(20인 이상)는 1000원 할인 / 사전예매 10% 할인)",0.0,0.0,0.0,1.0,1.0,0.0,0.0
"군산시간여행축제는 일제강점기 민중의 항거와 치열한 삶의 역사를 담고 있는 근대 군산을 중심으로, 군산의 과거와 근대, 현재를 지나 미래로의 시간여행을 떠나는 축제이다. 올해는 군산의 거리를 무대로, 과거와 근대, 현대를 지나 미래로 이어지는 특별한 여정이 펼쳐진다. 근대 군산의 역사와 이야기를 담은 공연과 체험, 세대를 아우르는 즐길 거리까지 모두 경험할 수 있다. 매일 2~3회 진행되는 릴레이 퍼레이드와 댄스 챌린지, ‘군산 타임슬립 퍼레이드 & 군산을 춤추게 하라’, 그리고 근대 군산의 역사적 스토리를 담은 ‘독립자금을 찾아라’ 미션게임, 시대별 컨셉으로 나뉜 체험부스까지 다양한 프로그램이 마련되어 있다. 이처럼 다채로운 프로그램과 참여형 체험으로 가족이 다함께 즐길 수 있는 축제이다. 1. 주요 프로그램<br>
- 군산 타임슬립 퍼레이드 & 군산을 춤추게 하라 : 군산의 과거와 근대, 현대, 미래를 테마로 펼쳐지는 시대별 컨셉이 함께하는 릴레이 퍼레이드 댄스 챌린지<br>
- 군산 타임슬립 디스코/EDM 파티 : 1910년대부터 오늘까지. 시대별 히트곡으로 펼쳐지는 미디어 퍼포먼스<br>
- 군산항 밤부두 콩쿠르 : 근대 콘텐츠가 반영된 종합 퍼포먼스 경연대회<br><br>

2. 주제 프로그램<br>
- 독립자금을 찾아라 : 독립자금을 훔쳐 간 용의자를 시간내에 찾는 미션게임<br>
- 현대, 근대, 과거 이머시브 : 시대 컨셉에 따른 복장을 한 연극인들이 관광객과 함께 꾸미는 참여형 거리 퍼포먼스<br>
- 군산 영화 콘텐츠 투어리즘 : 군산에서 촬영한 영화촬영지를 돌아보는 투어형 이머시브 이벤트<br>
- 군산시간여행축제 주제관 : 군산의 과거와 미래를 넘나드는 미디어 영상관<br><br>

3. 무대 공연<br>
- 시민한마당 : 군산 문화예술단체 및 시민들이 함께 만드는 공연<br>
<br>
4. 체험, 전시, 놀이<br>
- 보부상라디오 : 음악과 이야기로 소통하는 현장 라디오 부스 운영<br>
- 군산 모던 놀이터 : 세대를 이어주는 추억의 놀이 한마당<br>
- 곡물 스토리지 체험관 : 곡물과 함께 살아 숨 쉬는 근대 공간<br>
- 군산 레트로 다방 : 레트로 감성이 가득한 다방<br>
- 군산 타임슬립 교실 : 옛 교실의 향수를 느낄 수 있는 체험 부스<br>
- 군산 레트로 오락실 : 추억의 오락기와 게임을 즐기는 체험 부스<br>
- 추억의 문방구 : 달고나 뽑기와 그 시절 문방구를 재현한 부스<br>
- 모던 스타일 살롱 : 근대 의상을 입고 축제를 즐기는 공간<br><br>

5. 부대행사<br>
- 모아모아시간 : 축제장에서 시간을 모아 기념품 등을 받아갈 수 있는 NFC기반 프로그램<br>
- 모아모아 영수증, 텀블러 쿠폰제, 시간여행 뚜벅이<br>
- 시민기획 프로그램, 주전부리&프리마켓, 별별 홍보부스, 특산품 판매장, 먹거리장터",1.0,0.0,1.0,0.0,0.0,0.0,0.0
"한여름밤 재즈앤맥주페스타 축제를 개최하여 대전 전역 축제 분위기를 확산하고, 유성구민들의 문화수요 충족을 위한 문화 행사를 추진하고자 한다. 유림공원 일원을 중심으로 전문재즈공연을 통해 문화 향유의 기회를 확대하고 제공하며, 수제맥주 시음, 경관조명 등의 다양한 프로그램을 통해 무더운 여름 시원한 축제의 분위기를 끌어올리려 한다. 1. 기간: 8/29 18:30~22:00<br>- 장소: 유림공원일원<br>[주요프로그램]<br>- 메인프로그램: 공연(정지석빅밴드, 유성재즈악단, 리치맨과 그루브나이스, 웅산)<br>- 부대프로그램: 재즈버스킹 경연<br>- 소비자 참여 프로그램 등: 수제맥주 시음, 푸드트럭 운영 등<br><br>2. 기간: 8/30 19:00~22:00<br>- 장소: 유림공원일원<br>[주요프로그램]<br>- 메인프로그램: 공연(쏘왓놀라, 윤덕현 퀄텟, 서민아, 카리나 네뷸라)<br>- 부대프로그램: 재즈댄스 및 재즈버스킹 경연<br>- 소비자 참여 프로그램 등: 수제맥주 시음, 푸드트럭 운영 등<br><br>3. 기간: 8/31 19:00~22:00<br>- 장소: 유림공원일원<br>[주요프로그램]<br>- 메인프로그램: 공연(정지석빅밴드, 유성재즈악단, 리치맨과 그루브나이스, 웅산)<br>- 부대프로그램: 재즈댄스 및 재즈버스킹 경연<br>- 소비자 참여 프로그램 등: 수제맥주 시음, 푸드트럭 운영 등
",0.0,0.0,1.0,1.0,0.0,0.0,0.0
"구로G페스티벌은 2003년부터 개최해 온 구로구의 지역 대표 문화축제로서 2016년부터 아시아인 비중이 높은 지역 특성을 반영한 아시아 문화축제와 통합 운영하며 지역과 세계가 함께하는 서울 서남권 대표 문화축제로 자리매김하였다. 구민과 함께하는 문화예술 프로그램을 운영하며 문화 향유 기회를 제공하고 지역 주민, 소상공인 등의 참여로 지역경제 활성화에 기여하고 있다. 또한 아시아 각국의 다양한 문화를 소개하고 이해함으로써 문화간 교류와 상호 존중의 가치 확산에 기여하고 있다. 1. 메인 프로그램 : 대중 음악공연<br>
2. 부대 프로그램 : 책축제, 빛축제, 가든페스타, 버스킹 공연 등<br>
3. 소비자 참여 프로그램 : 먹거리장터, 플리마켓, 푸드트럭, 주민자치 프로그램 발표회, 체험부스, 동아리 공연 등",1.0,0.0,1.0,0.0,0.0,0.0,0.0
"전국 최고 이팝나무 명소 '전주 팔복동 철길'에서 새하얀 이팝나무와 함께 펼쳐지는 행사로, 전주음식과 다양한 디저트를 맛보고, 전주 수공예품 및 다양한 체험행사, 아이들을 위한 다양한 공연, 야간까지 이어지는 다양한 콘텐츠를 즐길 수 있는 먹거리, 즐길거리, 볼거리 풍성한 행사이다.  1. 메인프로그램 : 소상공인 부스 운영 45개소( 철길 식당 9, 디저트 12, 체험험부스 10, 굿즈 마켓14), 어린이 대상 공연 및 예술인 공연, 야간 EDM<br>
2. 부대프로그램 : 팔복예술공장 전시회(앙리 마티스 & 라울 뒤피), 전주국제영화제(100 Films 100 Posters), 스마트팜<br>
3. 소비자 참여 프로그램 : 각종 체험 부스, 방문객 소통 이벤트 등<br>
4. 기타 내용 : 전통놀이 부스 운영 등",0.0,0.0,1.0,1.0,0.0,0.0,0.0
"제3회 합천황토한우축제가 10월24일부터 26일까지 3일간 열린다. 이번 축제는 와보이소! 해보이소! 맛보이소! 사보이소!라는 주제로 합천황토한우의 가치를 알리고 모두가 즐길 수 있는 다양한 공연과 먹거리로 합천의 맛과 멋을 경험 할 수 있는 대표 가을 축제 이다. 1. 메인프로그램 : 합천황토한우 판매 및 구이존 운영<br>2. 부대프로그램 : 개막식축하행사, 합천군민예술제<br>3. 소비자 참여 프로그램 : JW메리어트 호텔 푸드페스타, 한우 이벤트, 황토 체험부스 운영<br>4. 기타 내용 : 합천 농특산물 판매",0.0,0.0,0.0,1.0,0.0,0.0,1.0
"도심 속 한옥에 드리운 청명한 기운을 느낄 수 있는 초하(初夏)의 계절, 북촌문화센터를 포함한 서울공공한옥 9개소에서는 시민들을 위해 5/21(수)부터 5/31(토)까지 열흘간 야간한옥을 일부 개방한다. 이번 축제에서는 마을의 옛길과 물길을 거닐며 지역민과 여행객, 남녀노소, 내외국인, 사회적배려대상자 등 누구나 누릴 수 있는 한옥문화의 장을 마련하였다. 특히 1년 중 양기가 가장 왕성한 날인 단오를 앞두고, 무더위가 오기 전 초여름을 만끽할 수 있는 저녁 나들이를 위해 다채로운 프로그램이 펼쳐진다. 서·북촌은 매년 다양한 이슈와 관심을 동반하며 역사문화자원을 확장하고 있다. 특히 최근 3년 사이, 엔데믹과 함께 찾아온 한국문화에 대한 글로벌 수요와 정치적 시국의 변화, 지역 주민의 정주권 보호 등 지역사회 문제에 대한 대안과 각별한 관심을 필요로 하고 있다. 서울공공한옥은 이러한 상황 속에서 들고나는 수많은 가치와 차이들을 포용하며, 색다른 한옥문화의 저변을 확대하고자 한다. 한옥을 방문하는 다양한 세대가 우리 고유의 유산을 매개로 함께 나래를 펼치는 밤 나들이를 통해 공공한옥의 문화자원을 만끽하는 소중한 만남을 기대한다. 1. 전시: 빛 스민 집 展(강현지, 정성아), 밤을 지키는 불빛 展(이승정)<br>2. 공연: 몸짓(블랙토무용단), 단오풍정(서의철 가단, 안순열, 김연택, 이화여자대학교 무용과), 북촌마을여행 : 도채비 기행(프로젝트 어린, 코몬 상상화샘, 북촌빈관 by 락고재), 책 읽는 밤(박초연)<br>3. 여행·탐방: 조용한 여행 캠페인 : 사운드 워크숍 ‘수집된 물질들’(김준), 북촌골목길여행(一. 공공한옥 마실(송경화 주민해설사, 전통홍염공방, 성모자애복지관), 二. 영화 속 북촌(옥선희 주민해설사)<br>4. 체험·해설: 한옥소목교실 : 호족반 만들기(이혜숙), 조족지광(照足之光)(백창호, 청년재단), 목기러기와 누비보(신민웅, 이정란, 성북구치매안심센터), 한옥의 밤, 호롱불 다회(차차티클럽), 대청마루 요가교실(정아름, 이소연), 계절을 걷는 밤(이동숙), 낯선 공간에서의 단상(이루미, 한완정), 일일서재, 한옥아 놀자(김성선·조승현 해설사), 한옥의 저녁(조승현 해설사)<br>5. 교류·이벤트: 공공한옥 네트워킹 : 쉼과 환대의 공간(홍익대학교 산학협력단, 프라우들리(주), 차차티클럽), 북촌전통공예체험이벤트(북촌전통공방협의회, 종로구 관광체육과), 달빛 아래 한옥 산책 : 서울공공한옥 방문 이벤트<br><br>[이용요금]<br>- 무료(일부 체험프로그램 유료)<br>- 유료 체험 프로그램 3종<br>한옥소목교실, 조족등 만들기, 목기러리 만들기 : 1~3만원",1.0,0.0,0.0,0.0,0.0,1.0,0.0
"2025년 제10회 구로청소년축제가 10/18(토) 구로중학교 운동장에서 열린다. 구로청소년축제는 구로청소년자치연합 '그린나래' 청소년들이 직접 기획하고 운영하여 더욱 특별한 행사이다. 올해로 10주년을 맞이한 청소년축제는 '경기를 지배하듯, 구로의 주인공이 되자'라는 의미인'Own Game, Own GURO' 를 주제로 개최되며, 스포츠를 재해석한 다양한 참여 프로그램을 선보일 예정이다. 청소년의 수요를 맞춘 댄스, 밴드 동아리 공연, 진로체험박람회, 학생과학축전, 마을교육기관  체험부스와 이벤트, 아이돌(H1-KEY)의 공연이 진행된다.  1. 메인무대 : 사전공연, 개막식및 퍼포먼스, 이벤트, 청소년 댄스공연, 밴드공연, 초청공연(H1-KEY)<br>2. 학생과학축전 : 에어포스카만들기, AI컵, 페트병으로 키링 만들기 등<br>3. 진로체험박람회 : VR트럭, 배틀로봇, 특수분장, e스포츠코칭, AI생기부 등<br>4. 학교 문예체 동아리 부스 : 뱃지제작, 네일아트 및 타투체험 등<br>5. 마을교육기관 부스체험 : 타로, 천연바스슬라임, 청소년 제작 캐릭터 굿즈전시, 컬러링체험, 월경주기 팔찌 만들기, 페이스페인팅 등<br>6. 먹거리 : 푸드트럭 ",0.0,1.0,1.0,0.0,0.0,0.0,0.0
